Date,Open,High,Low,Close,Adj Close,Volume
2021-04-05,2410.000000,2436.879883,2386.860107,2409.179932,2409.179932,342300
2021-04-06,2415.000000,2447.409912,2407.229980,2422.000000,2422.000000,411100
2021-04-07,2429.060059,2440.209961,2395.570068,2410.639893,2410.639893,235500
2021-04-08,2392.000000,2435.429932,2392.000000,2427.989990,2427.989990,222000
2021-04-09,2434.000000,2454.719971,2405.550049,2450.060059,2450.060059,239800
2021-04-12,2436.000000,2450.199951,2396.489990,2409.050049,2409.050049,551400
2021-04-13,2403.919922,2415.790039,2367.149902,2404.290039,2404.290039,789700
2021-04-14,2413.100098,2482.820068,2407.479980,2454.219971,2454.219971,939600
2021-04-15,2467.540039,2468.929932,2426.179932,2433.209961,2433.209961,639300
2021-04-16,2443.729980,2489.409912,2435.830078,2476.899902,2476.899902,783500
2021-04-19,2480.429932,2488.320068,2443.110107,2456.199951,2456.199951,327000
2021-04-20,2433.750000,2436.489990,2317.290039,2345.000000,2345.000000,477700
2021-04-21,2359.919922,2365.989990,2343.060059,2357.729980,2357.729980,280800
2021-04-22,2353.719971,2395.000000,2343.000000,2347.050049,2347.050049,287500
2021-04-23,2367.189941,2404.330078,2350.459961,2395.429932,2395.429932,253700
2021-04-26,2424.889893,2460.929932,2407.000000,2458.250000,2458.250000,323300
2021-04-27,2458.000000,2469.120117,2441.669922,2464.149902,2464.149902,220700
2021-04-28,2475.000000,2514.989990,2461.000000,2505.100098,2505.100098,323500
2021-04-29,2507.469971,2516.000000,2476.010010,2501.429932,2501.429932,218800
2021-04-30,2497.699951,2497.699951,2436.139893,2466.080078,2466.080078,328100
2021-05-03,2484.070068,2486.989990,2435.310059,2440.439941,2440.439941,190100
2021-05-04,2409.790039,2427.820068,2368.830078,2382.939941,2382.939941,339100
2021-05-05,2402.050049,2403.750000,2327.189941,2337.919922,2337.919922,381500
2021-05-06,2297.709961,2324.000000,2255.149902,2279.350098,2279.350098,432700
2021-05-07,2312.239990,2361.419922,2290.739990,2327.080078,2327.080078,381600
2021-05-10,2331.639893,2333.000000,2261.689941,2263.100098,2263.100098,382900
2021-05-11,2230.000000,2262.770020,2205.080078,2247.679932,2247.679932,418900
2021-05-12,2231.310059,2236.550049,2163.479980,2172.250000,2172.250000,417100
2021-05-13,2193.949951,2235.669922,2162.149902,2207.270020,2207.270020,299500
2021-05-14,2251.120117,2291.850098,2227.409912,2282.479980,2282.479980,340400
2021-05-17,2261.540039,2275.500000,2211.590088,2223.149902,2223.149902,322300
2021-05-18,2231.550049,2252.600098,2210.600098,2211.620117,2211.620117,344600
2021-05-19,2167.290039,2272.709961,2161.780029,2270.010010,2270.010010,405800
2021-05-20,2279.840088,2309.760010,2260.909912,2306.050049,2306.050049,311900
2021-05-21,2324.570068,2336.300049,2268.340088,2293.379883,2293.379883,263200
2021-05-24,2301.719971,2356.149902,2300.199951,2348.479980,2348.479980,332500
2021-05-25,2357.500000,2373.879883,2329.290039,2339.010010,2339.010010,278100
2021-05-26,2366.489990,2372.699951,2341.610107,2347.000000,2347.000000,293900
2021-05-27,2360.770020,2360.770020,2326.689941,2334.780029,2334.780029,689000
2021-05-28,2339.840088,2367.810059,2315.479980,2361.550049,2361.550049,232300
2021-06-01,2380.000000,2380.290039,2316.050049,2328.280029,2328.280029,316000
2021-06-02,2339.699951,2356.500000,2310.709961,2317.919922,2317.919922,292700
2021-06-03,2293.419922,2327.050049,2262.000000,2295.810059,2295.810059,283300
2021-06-04,2304.780029,2328.459961,2304.239990,2315.689941,2315.689941,173700
2021-06-07,2319.830078,2341.120117,2291.560059,2298.520020,2298.520020,198800
2021-06-08,2300.419922,2319.520020,2290.179932,2303.739990,2303.739990,233900
2021-06-09,2300.000000,2330.340088,2294.760010,2314.060059,2314.060059,266400
2021-06-10,2307.330078,2328.750000,2282.870117,2324.449951,2324.449951,269400
2021-06-11,2313.899902,2327.929932,2293.419922,2304.370117,2304.370117,291700
2021-06-14,2311.870117,2315.669922,2290.850098,2305.040039,2305.040039,190200
2021-06-15,2302.370117,2333.000000,2283.820068,2301.959961,2301.959961,212100
2021-06-16,2312.020020,2319.350098,2284.679932,2298.229980,2298.229980,167900
2021-06-17,2296.139893,2318.989990,2287.449951,2294.000000,2294.000000,247800
2021-06-18,2283.090088,2299.020020,2230.520020,2242.610107,2242.610107,482900
2021-06-21,2253.889893,2276.709961,2231.229980,2263.070068,2263.070068,203000
2021-06-22,2267.889893,2276.649902,2239.000000,2250.899902,2250.899902,214400
2021-06-23,2251.040039,2261.030029,2232.729980,2246.280029,2246.280029,162200
2021-06-24,2267.689941,2267.969971,2234.550049,2246.229980,2246.229980,212300
2021-06-25,2257.899902,2299.379883,2246.459961,2281.659912,2281.659912,337200
2021-06-28,2249.750000,2260.000000,2171.610107,2204.550049,2204.550049,612200
2021-06-29,2192.320068,2196.870117,2165.899902,2172.189941,2172.189941,517700
2021-06-30,2178.540039,2220.000000,2175.000000,2188.090088,2188.090088,414700
2021-07-01,2194.669922,2224.000000,2194.669922,2210.020020,2210.020020,245200
2021-07-02,2220.129883,2246.590088,2215.300049,2238.889893,2238.889893,243300
2021-07-06,2233.760010,2243.169922,2217.959961,2222.320068,2222.320068,302200
2021-07-07,2224.919922,2227.449951,2153.030029,2166.770020,2166.770020,273200
2021-07-08,2150.149902,2184.590088,2126.280029,2163.919922,2163.919922,299600
2021-07-09,2179.379883,2205.340088,2160.449951,2194.989990,2194.989990,296200
2021-07-12,2182.060059,2206.179932,2166.500000,2204.000000,2204.000000,302200
2021-07-13,2204.399902,2228.739990,2185.810059,2188.439941,2188.439941,394900
2021-07-14,2206.020020,2218.100098,2175.889893,2176.620117,2176.620117,211500
2021-07-15,2173.000000,2183.310059,2145.500000,2169.389893,2169.389893,271900
2021-07-16,2183.889893,2186.479980,2139.699951,2144.719971,2144.719971,187700
2021-07-19,2101.709961,2121.669922,2058.679932,2067.550049,2067.550049,456500
2021-07-20,2067.550049,2141.449951,2053.570068,2130.429932,2130.429932,314000
2021-07-21,2143.689941,2198.550049,2143.689941,2194.030029,2194.030029,270400
2021-07-22,2191.540039,2204.629883,2170.000000,2194.409912,2194.409912,248800
2021-07-23,2193.050049,2214.179932,2182.459961,2202.570068,2202.570068,215300
2021-07-26,2203.879883,2236.090088,2199.449951,2230.699951,2230.699951,251100
2021-07-27,2227.679932,2249.699951,2203.120117,2246.189941,2246.189941,311300
2021-07-28,2250.000000,2264.639893,2213.229980,2226.330078,2226.330078,302200
2021-07-29,2244.459961,2247.340088,2212.489990,2214.340088,2214.340088,283500
2021-07-30,2198.600098,2205.189941,2170.030029,2178.260010,2178.260010,276700
2021-08-02,2191.679932,2235.969971,2160.189941,2170.939941,2170.939941,252700
2021-08-03,2173.590088,2187.090088,2116.020020,2139.290039,2139.290039,269700
2021-08-04,2131.790039,2148.590088,2079.169922,2085.639893,2085.639893,391600
2021-08-05,2149.989990,2228.290039,2135.060059,2207.709961,2207.709961,438400
2021-08-06,2207.830078,2229.969971,2152.419922,2182.979980,2182.979980,457900
2021-08-09,2182.969971,2182.969971,2130.399902,2157.780029,2157.780029,274000
2021-08-10,2157.780029,2202.989990,2157.780029,2200.469971,2200.469971,277500
2021-08-11,2194.770020,2209.919922,2168.820068,2200.219971,2200.219971,224900
2021-08-12,2181.360107,2196.500000,2154.129883,2193.169922,2193.169922,206300
2021-08-13,2196.399902,2208.060059,2167.020020,2203.419922,2203.419922,228100
2021-08-16,2193.169922,2198.040039,2092.689941,2130.889893,2130.889893,414400
2021-08-17,2103.899902,2126.199951,2093.050049,2113.270020,2113.270020,282400
2021-08-18,2110.000000,2123.979980,2081.610107,2086.310059,2086.310059,300700
2021-08-19,2079.120117,2092.790039,2058.429932,2075.860107,2075.860107,346800
2021-08-20,2073.949951,2083.000000,2058.489990,2074.739990,2074.739990,350000
2021-08-23,2072.060059,2147.070068,2070.149902,2137.320068,2137.320068,493200
2021-08-24,2150.000000,2249.780029,2138.520020,2233.110107,2233.110107,459600
2021-08-25,2240.330078,2278.500000,2210.169922,2263.790039,2263.790039,340000
2021-08-26,2250.000000,2292.389893,2250.000000,2276.800049,2276.800049,292600
2021-08-27,2279.000000,2319.629883,2278.530029,2305.469971,2305.469971,240500
2021-08-30,2300.000000,2306.570068,2270.419922,2277.709961,2277.709961,244900
2021-08-31,2286.020020,2316.080078,2284.139893,2299.669922,2299.669922,388400
2021-09-01,2305.860107,2330.000000,2285.000000,2286.850098,2286.850098,324700
2021-09-02,2304.239990,2326.790039,2282.770020,2300.459961,2300.459961,231800
2021-09-03,2284.280029,2311.739990,2276.500000,2304.449951,2304.449951,196500
2021-09-07,2307.909912,2342.010010,2305.280029,2338.570068,2338.570068,238900
2021-09-08,2340.000000,2356.000000,2296.350098,2315.949951,2315.949951,264700
2021-09-09,2306.280029,2345.429932,2304.129883,2318.669922,2318.669922,223700
2021-09-10,2330.000000,2345.000000,2301.629883,2304.800049,2304.800049,242200
2021-09-13,2314.500000,2329.000000,2275.169922,2322.120117,2322.120117,232300
2021-09-14,2323.050049,2343.560059,2310.649902,2328.659912,2328.659912,172000
2021-09-15,2328.800049,2378.100098,2315.320068,2375.969971,2375.969971,249000
2021-09-16,2368.120117,2387.770020,2338.169922,2345.000000,2345.000000,243000
2021-09-17,2350.830078,2365.179932,2320.000000,2325.370117,2325.370117,369200
2021-09-20,2310.000000,2345.790039,2285.899902,2340.739990,2340.739990,311800
2021-09-21,2363.520020,2363.520020,2322.389893,2325.620117,2325.620117,211100
2021-09-22,2338.850098,2427.290039,2338.850098,2406.110107,2406.110107,417000
2021-09-23,2410.649902,2488.929932,2410.649902,2475.510010,2475.510010,419500
2021-09-24,2452.379883,2502.489990,2452.379883,2491.350098,2491.350098,298900
2021-09-27,2494.159912,2540.000000,2465.760010,2476.520020,2476.520020,320800
2021-09-28,2460.000000,2479.360107,2422.879883,2432.750000,2432.750000,309800
2021-09-29,2436.639893,2447.610107,2374.770020,2377.820068,2377.820068,294300
2021-09-30,2382.929932,2406.399902,2355.000000,2373.870117,2373.870117,311600
2021-10-01,2416.840088,2476.770020,2416.840088,2455.870117,2455.870117,306600
2021-10-04,2455.870117,2488.850098,2421.750000,2459.520020,2459.520020,257400
2021-10-05,2459.000000,2486.909912,2426.070068,2432.340088,2432.340088,267300
2021-10-06,2400.000000,2452.360107,2384.000000,2448.199951,2448.199951,239900
2021-10-07,2473.020020,2497.189941,2466.449951,2469.000000,2469.000000,156800
2021-10-08,2473.689941,2490.989990,2462.840088,2474.370117,2474.370117,164300
2021-10-11,2480.489990,2507.909912,2463.189941,2467.409912,2467.409912,150500
2021-10-12,2470.489990,2497.850098,2453.449951,2464.699951,2464.699951,220100
2021-10-13,2465.000000,2481.979980,2436.270020,2462.530029,2462.530029,178500
2021-10-14,2482.600098,2515.719971,2474.500000,2496.219971,2496.219971,278400
2021-10-15,2520.000000,2540.000000,2515.500000,2538.340088,2538.340088,233300
2021-10-18,2520.350098,2538.000000,2494.370117,2502.129883,2502.129883,209800
2021-10-19,2502.520020,2503.260010,2455.780029,2463.100098,2463.100098,274600
2021-10-20,2465.010010,2465.010010,2368.739990,2384.179932,2384.179932,406900
